0,2019/12/8 0:00,ATT1_DSCN9647.jpg,image/jpg,{5AC8034E-5B46-4294-85F0-5B13117EBEFE}, ,Positive ID,48.980994,-122.688503,"One dead wasp seen in Blaine, and suspect flying nearby",2020/1/15 0:00
1,2019/10/30 0:00,ATT2_HoireRDBeekeeperReport.jpg,image/jpg,{5EAD3364-2CA7-4A39-9A53-7F9DCF5D2041}, ,Positive ID,48.971949,-122.700941,Hornet specimen sent to WSU,2020/1/15 0:00
2,2020/1/15 0:00,ATT3_AttackCarnage1.jpg,image/jpg,{13B67BCB-AFCE-4100-AD2B-76EF178BA228}, ,Unverified,48.9392,-122.6613,"Massive loss of bees, decapitated. No hornet specimens were located.",2020/1/15 0:00
3,2019/9/19 0:00,ATT4_20190921_152954.jpg,image/jpg,{124B9BFA-7F7B-4B8E-8A56-42E067F0F72E},"Thanks for adding this, and the great pictures!",Positive ID,49.149394,-123.943134,"This was the colony that was found and destroyed in Nanaimo, BC Sep 18, 2019. There were ~150 live hornets and ~600 unhatched eggs & larvae",2020/2/4 0:00
4,2019/9/19 0:00,ATT5_20190918_230100.jpg,image/jpg,{124B9BFA-7F7B-4B8E-8A56-42E067F0F72E},"Thanks for adding this, and the great pictures!",Positive ID,49.149394,-123.943134,"This was the colony that was found and destroyed in Nanaimo, BC Sep 18, 2019. There were ~150 live hornets and ~600 unhatched eggs & larvae",2020/2/4 0:00
5,2019/9/19 0:00,ATT6_20190918_235343.jpg,image/jpg,{124B9BFA-7F7B-4B8E-8A56-42E067F0F72E},"Thanks for adding this, and the great pictures!",Positive ID,49.149394,-123.943134,"This was the colony that was found and destroyed in Nanaimo, BC Sep 18, 2019. There were ~150 live hornets and ~600 unhatched eggs & larvae",2020/2/4 0:00
6,2019/9/19 0:00,ATT7_20190918_214742.jpg,image/jpg,{124B9BFA-7F7B-4B8E-8A56-42E067F0F72E},"Thanks for adding this, and the great pictures!",Positive ID,49.149394,-123.943134,"This was the colony that was found and destroyed in Nanaimo, BC Sep 18, 2019. There were ~150 live hornets and ~600 unhatched eggs & larvae",2020/2/4 0:00
7,2019/8/31 0:00,ATT8_inbound3294707176401090708.jpg,image/jpg,{BBBA5BA0-CAFB-43D3-8F1D-FB2D9CF777E0},"Thanks for this report. I can't verify it from this information, but we will be surveying in the area this spring and summer. Please do reach out if you see another!",Unverified,48.723779,-122.354431,"I was cleaning my gutters when I heard a snapping noise coming from the wall of my house. It was sitting on a dirt clump that looked to have been starting a nest. I backed away, and waited till evening to spray hornet killer on it. Next day knocked down",2020/2/14 0:00
8,2019/10/15 0:00,,,{EB4746A1-5A8B-4D7D-9149-D560988238EC},Thanks for your submission. Here's hoping they were some other large insect!,Unverified,48.986176,-122.69745,"We found about a dozen of these bees in our backfield last October while we were storing bee boxes, Sorry no pictures",2020/2/27 0:00
9,2020/2/29 0:00,ATT10_67EAF187-B59C-4F5F-BAAC-9F76E06A96D6.jpg,image/jpg,{C4F44511-EA53-4FCF-9422-E1C57703720D},This is a large fly that mimics bees! Thanks for submitting it.,Negative ID,48.729596,-122.480035,"I¡¯m not sure what this is, but it was the biggest looking wasp/hornet I¡¯ve ever seen, at least an inch long. Sorry for the poor quality picture, I went inside to get a glass to catch it and it flew away.",2020/2/29 0:00
10,2020/2/29 0:00,ATT9_A8F17F0C-0638-41F3-A001-01D2607B81B4.jpg,image/jpg,{C4F44511-EA53-4FCF-9422-E1C57703720D},This is a large fly that mimics bees! Thanks for submitting it.,Negative ID,48.729596,-122.480035,"I¡¯m not sure what this is, but it was the biggest looking wasp/hornet I¡¯ve ever seen, at least an inch long. Sorry for the poor quality picture, I went inside to get a glass to catch it and it flew away.",2020/2/29 0:00
11,2020/3/1 0:00,,,{E6ADE6FB-0BD3-43EC-8E75-72EFC6F029FB}, ,Unverified,48.186024,-122.34468,Reported to Washington Invasive Species Council via voicemail,2020/3/2 0:00
12,2019/9/7 0:00,ATT11_wierd hornet sept 2019.jpg,image/jpg,{89C867F1-D5ED-48C8-9586-B705F5DA9838},Thank you for this submission. This is a harmless native golden digger wasp:  ,Negative ID,47.395721,-123.105188,"slow moving, i have this in the freezer still i think. I saw 3 of them 98588",2020/3/18 0:00
13,2020/3/19 0:00,ATT12_35736840-588C-47B3-B81B-454ABFAE6A53.jpg,image/jpg,{81670D96-4143-47B1-A9C8-83977892D53F},Hello! This one is a Yellowjacket:  ,Negative ID,47.840041,-122.323562,It landed on my window while working. It walked around and then bounced across it as it tried to fly into the glass.,2020/3/19 0:00
14,2020/3/19 0:00,ATT13_F162126B-4A5E-4068-92EB-95392E2F6919.jpg,image/jpg,{81670D96-4143-47B1-A9C8-83977892D53F},Hello! This one is a Yellowjacket:  ,Negative ID,47.840041,-122.323562,It landed on my window while working. It walked around and then bounced across it as it tried to fly into the glass.,2020/3/19 0:00
15,2020/3/19 0:00,ATT14_4EDB0785-9402-49B4-8FB6-CDBE0A3204E3.jpg,image/jpg,{81670D96-4143-47B1-A9C8-83977892D53F},Hello! This one is a Yellowjacket:  ,Negative ID,47.840041,-122.323562,It landed on my window while working. It walked around and then bounced across it as it tried to fly into the glass.,2020/3/19 0:00
16,2020/3/19 0:00,ATT15_B83CA488-6286-4934-BA68-A0BD5DF03D1F.jpg,image/jpg,{81670D96-4143-47B1-A9C8-83977892D53F},Hello! This one is a Yellowjacket:  ,Negative ID,47.840041,-122.323562,It landed on my window while working. It walked around and then bounced across it as it tried to fly into the glass.,2020/3/19 0:00
17,2019/7/17 0:00,,,{0AF6F3AA-8565-4B8F-8BF5-8D43D9677FE2},Thank you for your submission. Since there is no accompanying information we are unable to verify this sighting.,Unverified,47.487496,-118.958142, ,2020/3/19 0:00
18,2020/3/16 0:00,,,{630D20B9-8DD9-41E0-84FE-7C4F87C412E6},"Hmm... This sounds like one of our native sawflies, which are large and can be active this time of year. Impossible to say without a picture.",Unverified,48.419995,-122.33213,An enormous bee-like insect buzzed around the window sill in my south-facing upstairs bedroom window. It was much longer than any bee or hornet/wasp I have ever seen. The sheer length of it was unlike anything I've seen before. It appeared fuzzy like a b,2020/3/19 0:00
19,2019/8/30 0:00,ATT16_Giant Hornet Sahalee Country Club 9.29.2019.jpg,image/jpg,{D30895B7-3994-45A3-BD51-E5BA881833FD},"Hello! This is a native wood-boring wasp, in the genus Urocerus:  ",Negative ID,47.635058,-122.057332,"Probably not an Asain Hornet but still a pretty mean looking one that I can't I.D. Second sighting that day, both found while cutting down dead Hemlock trees.",2020/3/19 0:00
20,2020/3/20 0:00,,,{72E591F1-F42C-4754-94FF-DBDF791BBF2E},Thanks for your submission. There are many insects that this could be besides the Asian giant hornet. Keep your fingers crossed that it isn't!,Unverified,48.93401,-122.48545,It wasn't huge but definitely  had a yellow head and yellow mid section,2020/3/21 0:00
